,question,doc_id,course
2498,What happens with overfitting?,68a291deb6,machine-learning-zoomcamp
2499,How does linearity affect fitting?,68a291deb6,machine-learning-zoomcamp
2500,What is a random seed?,8942f39447,machine-learning-zoomcamp
2501,Why use a random seed of 42?,8942f39447,machine-learning-zoomcamp
2502,How does the random seed affect data splitting?,8942f39447,machine-learning-zoomcamp
2503,What happens with a different seed value?,8942f39447,machine-learning-zoomcamp
2504,Why do missing values end up in training?,8942f39447,machine-learning-zoomcamp
2505,How to shuffle a dataset in pandas?,6ef822f6a9,machine-learning-zoomcamp
2506,What does frac=1 do in sample?,6ef822f6a9,machine-learning-zoomcamp
2507,How to reset the index after shuffling?,6ef822f6a9,machine-learning-zoomcamp
2508,What is random_state in pandas?,6ef822f6a9,machine-learning-zoomcamp
2509,Can I shuffle part of the dataset?,6ef822f6a9,machine-learning-zoomcamp
2510,What if my homework answer differs from the options?,8ba1b7864e,machine-learning-zoomcamp
2511,Why is my answer not matching the choices?,8ba1b7864e,machine-learning-zoomcamp
2512,What should I do if options are incorrect?,8ba1b7864e,machine-learning-zoomcamp
2513,How to handle differing answers in homework?,8ba1b7864e,machine-learning-zoomcamp
2514,Is it normal for answers to vary?,8ba1b7864e,machine-learning-zoomcamp
2515,"What is mean in HW02, Q3?",d5097fc9fc,machine-learning-zoomcamp
2516,Should I include validation data for mean?,d5097fc9fc,machine-learning-zoomcamp
2517,How to calculate mean in Python?,d5097fc9fc,machine-learning-zoomcamp
2518,Is df_train used for mean?,d5097fc9fc,machine-learning-zoomcamp
2519,"What does ""training only"" imply?",d5097fc9fc,machine-learning-zoomcamp
2520,When to use logarithm for target variable?,fb624957fd,machine-learning-zoomcamp
2521,What is a long tail distribution?,fb624957fd,machine-learning-zoomcamp
2522,How does np.log1p() work?,fb624957fd,machine-learning-zoomcamp
2523,What if target variable has negatives?,fb624957fd,machine-learning-zoomcamp
2524,Why transform target variable?,fb624957fd,machine-learning-zoomcamp
2525,What causes the shapes not aligned error?,c2aa5bdbb4,machine-learning-zoomcamp
2526,How can I fix the ValueError in arrays?,c2aa5bdbb4,machine-learning-zoomcamp
2527,When does broadcasting fail in arrays?,c2aa5bdbb4,machine-learning-zoomcamp
2528,What does the * operator do in this context?,c2aa5bdbb4,machine-learning-zoomcamp
2529,Can I use dot() to avoid this error?,c2aa5bdbb4,machine-learning-zoomcamp
2530,How to create a deep copy of a dataframe?,3535f0428e,machine-learning-zoomcamp
2531,What happens if I use X_copy = X?,3535f0428e,machine-learning-zoomcamp
2532,How to avoid modifying the original dataframe?,3535f0428e,machine-learning-zoomcamp
2533,Is X_copy = X a real copy?,3535f0428e,machine-learning-zoomcamp
2534,What does .copy() do?,3535f0428e,machine-learning-zoomcamp
2535,What is a long tail?,afb8a7b430,machine-learning-zoomcamp
2536,How does long tail affect mean?,afb8a7b430,machine-learning-zoomcamp
2537,What changes in distribution with long tail?,afb8a7b430,machine-learning-zoomcamp
2538,Why is mean not representative in long tail?,afb8a7b430,machine-learning-zoomcamp
2539,What is the area under the long tail curve?,afb8a7b430,machine-learning-zoomcamp
2540,What is regression?,a51978c08f,machine-learning-zoomcamp
2541,How to calculate variance?,a51978c08f,machine-learning-zoomcamp
2542,What is mean in statistics?,a51978c08f,machine-learning-zoomcamp
2543,What does dispersion mean?,a51978c08f,machine-learning-zoomcamp
2544,Why use standard deviation?,a51978c08f,machine-learning-zoomcamp
2545,When is regularization necessary?,538fe929be,machine-learning-zoomcamp
2546,Does regularization prevent overfitting?,538fe929be,machine-learning-zoomcamp
2547,Is regularization needed for large datasets?,538fe929be,machine-learning-zoomcamp
2548,What influences the need for regularization?,538fe929be,machine-learning-zoomcamp
2549,How do I evaluate regularization necessity?,538fe929be,machine-learning-zoomcamp
2550,What is the shortcut for faster execution?,f38c0d8d8d,machine-learning-zoomcamp
2551,How does prepare_df function work?,f38c0d8d8d,machine-learning-zoomcamp
2552,What does fillna() accomplish?,f38c0d8d8d,machine-learning-zoomcamp
2553,Can rmse() be reused?,f38c0d8d8d,machine-learning-zoomcamp
2554,What is train_linear_regression?,f38c0d8d8d,machine-learning-zoomcamp
2555,How to calculate std with pandas?,dafe44f4b8,machine-learning-zoomcamp
2556,What is pandas.Series() used for?,dafe44f4b8,machine-learning-zoomcamp
2557,How to create a pandas series?,dafe44f4b8,machine-learning-zoomcamp
2558,Can pandas find std for a list?,dafe44f4b8,machine-learning-zoomcamp
2559,What does .std() do in pandas?,dafe44f4b8,machine-learning-zoomcamp
2560,What is the difference in standard deviation calculation between Numpy and Pandas?,e653bf14cb,machine-learning-zoomcamp
2561,How does Numpy compute standard deviation?,e653bf14cb,machine-learning-zoomcamp
2562,What does Pandas use for standard deviation by default?,e653bf14cb,machine-learning-zoomcamp
2563,How can I change the degree of freedom in Numpy?,e653bf14cb,machine-learning-zoomcamp
2564,What does ddof parameter do in Numpy?,e653bf14cb,machine-learning-zoomcamp
2565,How to calculate standard deviation in Pandas?,340b498ce1,machine-learning-zoomcamp
2566,What function gives standard deviation in Pandas?,340b498ce1,machine-learning-zoomcamp
2567,Can I find std for multiple columns in Pandas?,340b498ce1,machine-learning-zoomcamp
2568,What is the command for std in Pandas?,340b498ce1,machine-learning-zoomcamp
2569,How to use std() in a DataFrame?,340b498ce1,machine-learning-zoomcamp
2570,How to merge train and val datasets?,ff56be016d,machine-learning-zoomcamp
2571,What function to use for combining DataFrames?,ff56be016d,machine-learning-zoomcamp
2572,Can I use numpy for array combination?,ff56be016d,machine-learning-zoomcamp
2573,How to concatenate both DataFrames?,ff56be016d,machine-learning-zoomcamp
2574,What is the syntax for pd.concat?,ff56be016d,machine-learning-zoomcamp
2575,What is RMSE?,49d3feda93,machine-learning-zoomcamp
2576,How do you calculate RMSE?,49d3feda93,machine-learning-zoomcamp
2577,Why is RMSE important?,49d3feda93,machine-learning-zoomcamp
2578,What libraries do I need for RMSE?,49d3feda93,machine-learning-zoomcamp
2579,What does RMSE measure?,49d3feda93,machine-learning-zoomcamp
2580,Pandas syntax for multiple conditions?,fb4019df0a,machine-learning-zoomcamp
2581,How to use OR in Pandas?,fb4019df0a,machine-learning-zoomcamp
2582,What is the AND operator in Pandas?,fb4019df0a,machine-learning-zoomcamp
2583,Difference between & and | in Pandas?,fb4019df0a,machine-learning-zoomcamp
2584,Example of multiple conditions in Pandas?,fb4019df0a,machine-learning-zoomcamp
2585,What is the normal equation?,10e46c9fc3,machine-learning-zoomcamp
2586,How does the normal equation work?,10e46c9fc3,machine-learning-zoomcamp
2587,Why use the normal equation?,10e46c9fc3,machine-learning-zoomcamp
2588,What is the significance of the normal form?,10e46c9fc3,machine-learning-zoomcamp
2589,Can you explain linear regression?,10e46c9fc3,machine-learning-zoomcamp
2590,What is the best resource for missing data?,803c7b5d43,machine-learning-zoomcamp
2591,How to treat missing values?,803c7b5d43,machine-learning-zoomcamp
2592,Any guides on missing data treatment?,803c7b5d43,machine-learning-zoomcamp
2593,Who shared the missing data resource?,803c7b5d43,machine-learning-zoomcamp
2594,Where can I learn about handling missing values?,803c7b5d43,machine-learning-zoomcamp
2595,Where do I apply log transformation?,147857ea73,machine-learning-zoomcamp
2596,What variable needs log transformation?,147857ea73,machine-learning-zoomcamp
2597,Is log transformation needed for all questions?,147857ea73,machine-learning-zoomcamp
2598,Why was my RMSE so high?,147857ea73,machine-learning-zoomcamp
2599,When should I apply log transformation?,147857ea73,machine-learning-zoomcamp
2600,What sklearn version is used?,8e89de9b67,machine-learning-zoomcamp
2601,Which Python version is used?,8e89de9b67,machine-learning-zoomcamp
2602,Who added this information?,8e89de9b67,machine-learning-zoomcamp
2603,What is the version number?,8e89de9b67,machine-learning-zoomcamp
2604,Is this for classification?,8e89de9b67,machine-learning-zoomcamp
2605,Where can I find Week 3 homework?,803e26d9f8,machine-learning-zoomcamp
2606,How do I submit Week 3 homework?,803e26d9f8,machine-learning-zoomcamp
2607,What is the link for all homeworks?,803e26d9f8,machine-learning-zoomcamp
2608,Where's the evaluation matrix?,803e26d9f8,machine-learning-zoomcamp
2609,Is there a YouTube link for Week 3?,803e26d9f8,machine-learning-zoomcamp
2610,What is one-hot encoding?,6f2aee553f,machine-learning-zoomcamp
2611,How do I handle strings in ML?,6f2aee553f,machine-learning-zoomcamp
2612,Why can’t I use Nissan as input?,6f2aee553f,machine-learning-zoomcamp
2613,What causes string-to-float errors?,6f2aee553f,machine-learning-zoomcamp
2614,How to convert categorical variables?,6f2aee553f,machine-learning-zoomcamp
2615,Why use binary targets for mutual information?,d414170182,machine-learning-zoomcamp
2616,What is mutual information score?,d414170182,machine-learning-zoomcamp
2617,Can we use continuous variables for mutual information?,d414170182,machine-learning-zoomcamp
2618,How does mutual information work with categories?,d414170182,machine-learning-zoomcamp
2619,What happens if we keep continuous values?,d414170182,machine-learning-zoomcamp
2620,Which dataset for correlation?,0ca72af282,machine-learning-zoomcamp
2621,Is it df_train or df_train_full?,0ca72af282,machine-learning-zoomcamp
2622,Why not use validation data?,0ca72af282,machine-learning-zoomcamp
2623,What is df_train used for?,0ca72af282,machine-learning-zoomcamp
2624,How to convert median_house_value?,0ca72af282,machine-learning-zoomcamp
2625,How to color a correlation matrix in pandas?,6c161b3bb9,machine-learning-zoomcamp
2626,What method is used for background coloring in pandas?,6c161b3bb9,machine-learning-zoomcamp
2627,Can I color any dataframe in pandas?,6c161b3bb9,machine-learning-zoomcamp
2628,What color map is used in the example?,6c161b3bb9,machine-learning-zoomcamp
2629,Do I need numerical values for correlation?,6c161b3bb9,machine-learning-zoomcamp
2630,How to find correlated features?,c56582da44,machine-learning-zoomcamp
2631,What is the unstack method?,c56582da44,machine-learning-zoomcamp
2632,How to create a heatmap with seaborn?,c56582da44,machine-learning-zoomcamp
2633,How to refine a heatmap to show a triangle?,c56582da44,machine-learning-zoomcamp
2634,What color gradient is used in the heatmap?,c56582da44,machine-learning-zoomcamp
2635,What is EDA?,9ab9504f00,machine-learning-zoomcamp
2636,When to use validation data for EDA?,9ab9504f00,machine-learning-zoomcamp
2637,Can I check the test dataset?,9ab9504f00,machine-learning-zoomcamp
2638,Why avoid test data in EDA?,9ab9504f00,machine-learning-zoomcamp
2639,Is it okay to include validation in EDA?,9ab9504f00,machine-learning-zoomcamp
2640,What is DictVectorizer used for?,af1eb154bc,machine-learning-zoomcamp
2641,Why not fit on validation data?,af1eb154bc,machine-learning-zoomcamp
2642,How does fit method work?,af1eb154bc,machine-learning-zoomcamp
2643,Is new instance needed after training?,af1eb154bc,machine-learning-zoomcamp
2644,What does fit_transform do?,af1eb154bc,machine-learning-zoomcamp
2645,Should we consider negative differences?,8740d145d1,machine-learning-zoomcamp
2646,What does smallest difference refer to?,8740d145d1,machine-learning-zoomcamp
2647,Is accuracy difference in absolute terms?,8740d145d1,machine-learning-zoomcamp
2648,How to interpret negative accuracy difference?,8740d145d1,machine-learning-zoomcamp
2649,What if accuracy improves with feature removal?,8740d145d1,machine-learning-zoomcamp
2650,What should I use instead of get_feature_names?,26dcbc2c48,machine-learning-zoomcamp
2651,Will the warning go away?,26dcbc2c48,machine-learning-zoomcamp
2652,What is DictVectorizer?,26dcbc2c48,machine-learning-zoomcamp
2653,Is get_feature_names deprecated?,26dcbc2c48,machine-learning-zoomcamp
2654,When will get_feature_names be removed?,26dcbc2c48,machine-learning-zoomcamp
2655,Why does logistic regression crash Jupyter?,e9f5cd169e,machine-learning-zoomcamp
2656,How to fix logistic regression crashing?,e9f5cd169e,machine-learning-zoomcamp
2657,What causes kernel crashes with predict()?,e9f5cd169e,machine-learning-zoomcamp
2658,Is my target variable binary enough?,e9f5cd169e,machine-learning-zoomcamp
2659,What to do if fitting takes too long?,e9f5cd169e,machine-learning-zoomcamp
2660,What is Ridge regression?,40814475e1,machine-learning-zoomcamp
2661,What does the sag solver do?,40814475e1,machine-learning-zoomcamp
2662,How does alpha affect Ridge?,40814475e1,machine-learning-zoomcamp
2663,Why use Ridge regression?,40814475e1,machine-learning-zoomcamp
2664,What is multicollinearity?,40814475e1,machine-learning-zoomcamp
2665,What does pandas.get_dummies() do?,2bf9624385,machine-learning-zoomcamp
2666,How does DictVectorizer(sparse=False) differ?,2bf9624385,machine-learning-zoomcamp
2667,Why use sparse format in DictVectorizer?,2bf9624385,machine-learning-zoomcamp
2668,What are convergence warnings in regression?,2bf9624385,machine-learning-zoomcamp
2669,Is one-hot encoding efficient for many classes?,2bf9624385,machine-learning-zoomcamp
2670,What is the sag solver in Ridge?,418631f8d4,machine-learning-zoomcamp
2671,How do I handle convergence warnings?,418631f8d4,machine-learning-zoomcamp
2672,What scalers should I try?,418631f8d4,machine-learning-zoomcamp
2673,Why use StandardScaler and OneHotEncoder?,418631f8d4,machine-learning-zoomcamp
2674,How to separate numeric and categorical features?,418631f8d4,machine-learning-zoomcamp
2675,What is feature normalization?,d12be8663f,machine-learning-zoomcamp
2676,How to encode categorical features?,d12be8663f,machine-learning-zoomcamp
2677,What is OneHotEncoder?,d12be8663f,machine-learning-zoomcamp
2678,How do I combine features for Ridge regression?,d12be8663f,machine-learning-zoomcamp
2679,What causes convergence errors in Ridge regression?,d12be8663f,machine-learning-zoomcamp
2680,What is a sparse matrix?,a7671a4470,machine-learning-zoomcamp
2681,Why use sparse matrices?,a7671a4470,machine-learning-zoomcamp
2682,How does sparse matrix save memory?,a7671a4470,machine-learning-zoomcamp
2683,What is DictVectorizer?,a7671a4470,machine-learning-zoomcamp
2684,Is sparse mode better for performance?,a7671a4470,machine-learning-zoomcamp
2685,How to disable Jupyter warnings?,20bef43c48,machine-learning-zoomcamp
2686,What is the command for ignoring warnings?,20bef43c48,machine-learning-zoomcamp
2687,Can I avoid warnings in Jupyter?,20bef43c48,machine-learning-zoomcamp
2688,How do I filter warnings in notebooks?,20bef43c48,machine-learning-zoomcamp
2689,Is there a way to suppress warnings?,20bef43c48,machine-learning-zoomcamp
2690,How to choose alpha in Q6?,fb9e903132,machine-learning-zoomcamp
2691,What is the process for finding RMSE?,fb9e903132,machine-learning-zoomcamp
2692,How do we select the lowest alpha?,fb9e903132,machine-learning-zoomcamp
2693,What if RMSE scores are equal?,fb9e903132,machine-learning-zoomcamp
2694,Why did we all get RMSE wrong?,fb9e903132,machine-learning-zoomcamp
2695,What is mutual information score?,c738233fd1,machine-learning-zoomcamp
2696,How to binarize price?,c738233fd1,machine-learning-zoomcamp
2697,What is ocean_proximity?,c738233fd1,machine-learning-zoomcamp
2698,What dataset is used?,c738233fd1,machine-learning-zoomcamp
2699,Why use training set only?,c738233fd1,machine-learning-zoomcamp
2700,What features should we use?,7151d3a2a4,machine-learning-zoomcamp
2701,How do we calculate accuracy differences?,7151d3a2a4,machine-learning-zoomcamp
2702,Do we focus on smallest or smallest absolute difference?,7151d3a2a4,machine-learning-zoomcamp
2703,How many times do we train the model?,7151d3a2a4,machine-learning-zoomcamp
2704,What is the process to evaluate the impact of features?,7151d3a2a4,machine-learning-zoomcamp
2705,What does OneHotEncoder do?,8d0eaf4209,machine-learning-zoomcamp
2706,How does DictVectorizer work?,8d0eaf4209,machine-learning-zoomcamp
2707,What is the input of OneHotEncoder?,8d0eaf4209,machine-learning-zoomcamp
2708,Are OneHotEncoder and DictVectorizer the same?,8d0eaf4209,machine-learning-zoomcamp
2709,Do they produce the same results?,8d0eaf4209,machine-learning-zoomcamp
2710,What are pandas get_dummies?,a27e64b7f9,machine-learning-zoomcamp
2711,What is OneHotEncoder?,a27e64b7f9,machine-learning-zoomcamp
2712,How are they similar?,a27e64b7f9,machine-learning-zoomcamp
2713,Which to use in scikit-learn?,a27e64b7f9,machine-learning-zoomcamp
2714,Do they handle missing values?,a27e64b7f9,machine-learning-zoomcamp
2715,What random seed for HW3?,22de27ef3e,machine-learning-zoomcamp
2716,Is 42 used in both splits?,22de27ef3e,machine-learning-zoomcamp
2717,Use of random_state in splits?,22de27ef3e,machine-learning-zoomcamp
2718,Should I use 42 twice?,22de27ef3e,machine-learning-zoomcamp
2719,Random_state requirement for HW3?,22de27ef3e,machine-learning-zoomcamp
2720,Calculate correlation before or after splitting?,726ce069b8,machine-learning-zoomcamp
2721,How to find two most correlated features?,726ce069b8,machine-learning-zoomcamp
2722,What is a correlation matrix?,726ce069b8,machine-learning-zoomcamp
2723,Should I split data before calculating correlation?,726ce069b8,machine-learning-zoomcamp
2724,What to do with features with high correlation?,726ce069b8,machine-learning-zoomcamp
2725,What features are needed for ridge regression?,37782c7313,machine-learning-zoomcamp
2726,Can I use categorical features in ridge regression?,37782c7313,machine-learning-zoomcamp
2727,How do I encode categorical features?,37782c7313,machine-learning-zoomcamp
2728,What is one-hot encoding?,37782c7313,machine-learning-zoomcamp
2729,Why use sparse=True in transformation?,37782c7313,machine-learning-zoomcamp
2730,How to handle column info?,9d9fa07946,machine-learning-zoomcamp
2731,Which features to include?,9d9fa07946,machine-learning-zoomcamp
2732,What target variable to use?,9d9fa07946,machine-learning-zoomcamp
2733,Should I use DictVectorizer?,9d9fa07946,machine-learning-zoomcamp
2734,Is StandardScaler necessary?,9d9fa07946,machine-learning-zoomcamp
2735,How to encode categorical data?,bfa3b56439,machine-learning-zoomcamp
2736,What is OneHotEncoder?,bfa3b56439,machine-learning-zoomcamp
2737,What does OrdinalEncoder do?,bfa3b56439,machine-learning-zoomcamp
2738,When to use StandardScaler?,bfa3b56439,machine-learning-zoomcamp
2739,What are data encoders?,bfa3b56439,machine-learning-zoomcamp
2740,"Which is more memory efficient, FeatureHasher or DictVectorizer?",2a4b221486,machine-learning-zoomcamp
2741,When should I use FeatureHasher?,2a4b221486,machine-learning-zoomcamp
2742,What does DictVectorizer preserve?,2a4b221486,machine-learning-zoomcamp
2743,Is FeatureHasher suitable for low cardinality features?,2a4b221486,machine-learning-zoomcamp
2744,Where can I find more information?,2a4b221486,machine-learning-zoomcamp
2745,Why avoid data leakage?,2ba9d1850d,machine-learning-zoomcamp
2746,What is data leakage?,2ba9d1850d,machine-learning-zoomcamp
2747,How to split data correctly?,2ba9d1850d,machine-learning-zoomcamp
2748,What are common pitfalls?,2ba9d1850d,machine-learning-zoomcamp
2749,Why not preprocess before splitting?,2ba9d1850d,machine-learning-zoomcamp
2750,What does 1.0 accuracy mean?,622151571d,machine-learning-zoomcamp
2751,How to fix overfitting?,622151571d,machine-learning-zoomcamp
2752,Is dropping msrp/price necessary?,622151571d,machine-learning-zoomcamp
2753,What is overfitting?,622151571d,machine-learning-zoomcamp
2754,How to improve model accuracy?,622151571d,machine-learning-zoomcamp
2755,What is RMSE?,7ac8aa48dc,machine-learning-zoomcamp
2756,How to use sklearn for RMSE?,7ac8aa48dc,machine-learning-zoomcamp
2757,Where can I find Alexey’s notebook?,7ac8aa48dc,machine-learning-zoomcamp
2758,What packages are needed for RMSE?,7ac8aa48dc,machine-learning-zoomcamp
2759,Can you explain the rmse function?,7ac8aa48dc,machine-learning-zoomcamp
2760,What is AttributeError?,48a94bcfd8,machine-learning-zoomcamp
2761,How to fix DictVectorizer error?,48a94bcfd8,machine-learning-zoomcamp
2762,What is get_feature_names_out?,48a94bcfd8,machine-learning-zoomcamp
2763,Where to find DictVectorizer details?,48a94bcfd8,machine-learning-zoomcamp
2764,What does DictVectorizer do?,48a94bcfd8,machine-learning-zoomcamp
2765,What is RMSE?,9cde7316dd,machine-learning-zoomcamp
2766,How to calculate RMSE?,9cde7316dd,machine-learning-zoomcamp
2767,Can RMSE be calculated with sklearn?,9cde7316dd,machine-learning-zoomcamp
2768,What does squared=False do?,9cde7316dd,machine-learning-zoomcamp
2769,Where can I find more details on RMSE?,9cde7316dd,machine-learning-zoomcamp
2770,What are encoding techniques?,911ada4c42,machine-learning-zoomcamp
2771,Why are encoding techniques important?,911ada4c42,machine-learning-zoomcamp
2772,How to encode categorical variables?,911ada4c42,machine-learning-zoomcamp
2773,Where can I learn about encoding?,911ada4c42,machine-learning-zoomcamp
2774,Can you explain categorical encoding?,911ada4c42,machine-learning-zoomcamp
2775,What causes accuracy_score error in Jupyter?,233554dbd2,machine-learning-zoomcamp
2776,How to fix accuracy_score TypeError?,233554dbd2,machine-learning-zoomcamp
2777,Why is y_pred a numpy.float64?,233554dbd2,machine-learning-zoomcamp
2778,Can I use accuracy_score with y_pred >= 0.5?,233554dbd2,machine-learning-zoomcamp
2779,What library has accuracy_score functionality?,233554dbd2,machine-learning-zoomcamp
2780,Where can I find Week 4 homework?,1fb5bcfefe,machine-learning-zoomcamp
2781,What is the evaluation matrix link?,1fb5bcfefe,machine-learning-zoomcamp
2782,Is there a YouTube link for Week 4?,1fb5bcfefe,machine-learning-zoomcamp
2783,Where's the GitHub for theory?,1fb5bcfefe,machine-learning-zoomcamp
2784,How do I access Sci-Kit Learn on evaluation?,1fb5bcfefe,machine-learning-zoomcamp
2785,What are evaluation metrics?,930f3aad78,machine-learning-zoomcamp
2786,How to score a variable?,930f3aad78,machine-learning-zoomcamp
2787,Can metrics be used on dataframes?,930f3aad78,machine-learning-zoomcamp
2788,What is a series in this context?,930f3aad78,machine-learning-zoomcamp
2789,Where can I find more info?,930f3aad78,machine-learning-zoomcamp
2790,What is random_state?,d0767bcd5d,machine-learning-zoomcamp
2791,When to use random_state?,d0767bcd5d,machine-learning-zoomcamp
2792,How does random_state affect results?,d0767bcd5d,machine-learning-zoomcamp
2793,What is the purpose of shuffling?,d0767bcd5d,machine-learning-zoomcamp
2794,Where to find more on random_state?,d0767bcd5d,machine-learning-zoomcamp
2795,What are classification metrics?,6a656ebb19,machine-learning-zoomcamp
2796,What is precision?,6a656ebb19,machine-learning-zoomcamp
2797,What is recall?,6a656ebb19,machine-learning-zoomcamp
2798,What is f1 score?,6a656ebb19,machine-learning-zoomcamp
2799,What is accuracy?,6a656ebb19,machine-learning-zoomcamp
2800,What to do with multiple thresholds?,3c05f90552,machine-learning-zoomcamp
2801,How to choose between same F1 scores?,3c05f90552,machine-learning-zoomcamp
2802,Is picking the lowest threshold correct?,3c05f90552,machine-learning-zoomcamp
2803,How to verify results in scikit-learn?,3c05f90552,machine-learning-zoomcamp
2804,What does classification_report show?,3c05f90552,machine-learning-zoomcamp
2805,What causes the ValueError?,b06c21ead8,machine-learning-zoomcamp
2806,How to solve the one class issue?,b06c21ead8,machine-learning-zoomcamp
2807,Why are there only 0's in churn?,b06c21ead8,machine-learning-zoomcamp
2808,What happens if I delete a cell?,b06c21ead8,machine-learning-zoomcamp
2809,How to get accuracy after the fix?,b06c21ead8,machine-learning-zoomcamp
2810,How to create a classification report?,17a06e04d3,machine-learning-zoomcamp
2811,What is Yellowbrick?,17a06e04d3,machine-learning-zoomcamp
2812,Can Yellowbrick visualize models?,17a06e04d3,machine-learning-zoomcamp
2813,Is Yellowbrick used with scikit-learn?,17a06e04d3,machine-learning-zoomcamp
2814,How does Yellowbrick improve reports?,17a06e04d3,machine-learning-zoomcamp
2815,Why is my result different?,93e5428c51,machine-learning-zoomcamp
2816,What should I choose instead?,93e5428c51,machine-learning-zoomcamp
2817,Can I use an approximate answer?,93e5428c51,machine-learning-zoomcamp
2818,Is there a margin for error?,93e5428c51,machine-learning-zoomcamp
2819,How do I approach these metrics?,93e5428c51,machine-learning-zoomcamp
2820,How to evaluate feature importance?,f8e3f3634c,machine-learning-zoomcamp
2821,What is AUC used for?,f8e3f3634c,machine-learning-zoomcamp
2822,Which metric to use for numerical variables?,f8e3f3634c,machine-learning-zoomcamp
2823,Where to find solutions for AUC?,f8e3f3634c,machine-learning-zoomcamp
2824,What is roc_auc_score?,f8e3f3634c,machine-learning-zoomcamp
2825,What is AUC?,8c7b7d4043,machine-learning-zoomcamp
2826,How to compute AUC?,8c7b7d4043,machine-learning-zoomcamp
2827,What are y_true and y_score?,8c7b7d4043,machine-learning-zoomcamp
2828,What is sklearn.metrics?,8c7b7d4043,machine-learning-zoomcamp
2829,What does ROC mean?,8c7b7d4043,machine-learning-zoomcamp
2830,Which dataset for metrics?,338172cf21,machine-learning-zoomcamp
2831,What is the dt_val dataset?,338172cf21,machine-learning-zoomcamp
2832,Use dt_val for Question 3?,338172cf21,machine-learning-zoomcamp
2833,Metrics in Question 3?,338172cf21,machine-learning-zoomcamp
2834,What metrics to compute?,338172cf21,machine-learning-zoomcamp
2835,What is n_splits?,6d9a0b4469,machine-learning-zoomcamp
2836,How does shuffle work?,6d9a0b4469,machine-learning-zoomcamp
2837,What is random_state?,6d9a0b4469,machine-learning-zoomcamp
2838,Why use KFold inside a loop?,6d9a0b4469,machine-learning-zoomcamp
2839,What if we set random_state to different values?,6d9a0b4469,machine-learning-zoomcamp
2840,What is roc_auc_score?,dcc34d0e93,machine-learning-zoomcamp
2841,How to fix multi_class error?,dcc34d0e93,machine-learning-zoomcamp
2842,What parameters for roc_auc_score?,dcc34d0e93,machine-learning-zoomcamp
2843,What does ValueError mean?,dcc34d0e93,machine-learning-zoomcamp
2844,Why use ovv or ovo?,dcc34d0e93,machine-learning-zoomcamp
2845,How to monitor wait times?,43f670cc0c,machine-learning-zoomcamp
2846,What is tqdm?,43f670cc0c,machine-learning-zoomcamp
2847,How does tqdm work?,43f670cc0c,machine-learning-zoomcamp
2848,What does tqdm do?,43f670cc0c,machine-learning-zoomcamp
2849,Can tqdm track code execution?,43f670cc0c,machine-learning-zoomcamp
2850,Why invert variables with low ROC AUC?,8410229291,machine-learning-zoomcamp
2851,How does negating features help models?,8410229291,machine-learning-zoomcamp
2852,What are negatively correlated features?,8410229291,machine-learning-zoomcamp
2853,What is ROC AUC?,8410229291,machine-learning-zoomcamp
2854,Why is feature importance important?,8410229291,machine-learning-zoomcamp
2855,What does predict(X) return?,39936c83e5,machine-learning-zoomcamp
2856,What does predict_proba(X) show?,39936c83e5,machine-learning-zoomcamp
2857,Why use predict_proba instead of predict?,39936c83e5,machine-learning-zoomcamp
2858,What values does predict(X) output?,39936c83e5,machine-learning-zoomcamp
2859,How to evaluate classification correctly?,39936c83e5,machine-learning-zoomcamp
2860,What is threshold 1.0?,83d8624ab6,machine-learning-zoomcamp
2861,Why is FPR 0.0?,83d8624ab6,machine-learning-zoomcamp
2862,Why is TPR 0.0?,83d8624ab6,machine-learning-zoomcamp
2863,What is g(x)?,83d8624ab6,machine-learning-zoomcamp
2864,What does sigmoid mean?,83d8624ab6,machine-learning-zoomcamp
2865,How do I annotate a graph?,cf250ea933,machine-learning-zoomcamp
2866,What is Matplotlib for?,cf250ea933,machine-learning-zoomcamp
2867,What does plt.annotate do?,cf250ea933,machine-learning-zoomcamp
2868,Can arrows be added in annotations?,cf250ea933,machine-learning-zoomcamp
2869,How to show optimal threshold in a graph?,cf250ea933,machine-learning-zoomcamp
2870,What is ROC curve?,6a006eb6af,machine-learning-zoomcamp
2871,Why is ROC AUC important?,6a006eb6af,machine-learning-zoomcamp
2872,Can I skip ROC curve study?,6a006eb6af,machine-learning-zoomcamp
2873,How to understand ROC curve better?,6a006eb6af,machine-learning-zoomcamp
2874,What resources for ROC curve?,6a006eb6af,machine-learning-zoomcamp
2875,Why is my accuracy different?,0702b32a60,machine-learning-zoomcamp
2876,How do I split my data?,0702b32a60,machine-learning-zoomcamp
2877,What is the recommended split method?,0702b32a60,machine-learning-zoomcamp
2878,What does random_state do?,0702b32a60,machine-learning-zoomcamp
2879,Why are data splits inconsistent?,0702b32a60,machine-learning-zoomcamp
2880,How to get precision-recall intercept?,f7575e7902,machine-learning-zoomcamp
2881,What numpy functions to use for curves?,f7575e7902,machine-learning-zoomcamp
2882,How to create df_scores in numpy?,f7575e7902,machine-learning-zoomcamp
2883,How to print precision-recall intersection?,f7575e7902,machine-learning-zoomcamp
2884,What does np.argwhere do?,f7575e7902,machine-learning-zoomcamp
2885,How to compute precision?,8f02453ec4,machine-learning-zoomcamp
2886,What is F1 Score?,8f02453ec4,machine-learning-zoomcamp
